Year,Month,Day,SIE,MeanX,MeanY,StdX,StdY,CorXY
2011,3,15,11641875,118.96746658077,178.146293015515,51.0778421037733,43.4632262968558,0.137881356829525
2011,3,16,11669375,118.599539392641,177.900969417814,51.2102413574002,43.7089434998137,0.14939972206407
2011,3,17,11635000,118.181886549205,177.970938977224,51.0909402072258,43.8114460624171,0.160459355539357
2011,3,18,11588750,118.007874015748,178.127386473951,50.9205597024379,43.8348462987493,0.163201589465171
2011,3,19,11555625,117.905944074855,178.274325274488,50.8695598831747,43.7851506086811,0.164418440909848
2011,3,20,11546875,117.748849797023,178.247198917456,50.8890170088563,43.8505075429586,0.166571830662704
2011,3,21,11514375,117.226564620312,178.373011995875,50.7632866308834,43.8043251703457,0.182696343810482
2011,3,22,11566250,117.254241867502,178.132119312655,50.6647194850406,43.8367475155228,0.184405518146482
2011,3,23,11612500,117.525672766415,177.958180839612,50.5100501323761,43.9037138240152,0.177261556138045
2011,3,24,11643125,118.010896988566,177.766868860379,50.4259907766909,44.0190317661401,0.16263699307215
2011,3,25,11622500,118.781834803183,178.006076575608,50.2669096101282,43.7665460911791,0.138749276211486
2011,3,26,11638125,119.550346383116,177.950647118844,50.0978656914419,43.7775042744022,0.118448876391877
2011,3,27,11622500,119.866745536675,178.054581630458,49.8955091191178,43.7267060561777,0.110518150348044
2011,3,28,11621250,120.114606862429,178.100086049263,49.8442183149525,43.6766630468137,0.103674356050689
2011,3,29,11650625,120.311785848399,177.96974411244,49.7901071138637,43.7008345280925,0.0975712014441804
2011,3,30,11700000,120.444551282051,177.788194444444,49.9349857465489,43.6887099327274,0.094851293484949
2011,3,31,11743750,120.486695050559,177.624321447578,50.1132321752519,43.6760993489884,0.0944934056953696
2011,4,1,11766250,120.27090194412,177.576383724636,50.3290692642712,43.6044951252043,0.100747259996599
2011,4,2,11746875,120.165469539771,177.738919925512,50.4482052148846,43.4623747589806,0.10503858394479
2011,4,3,11701250,119.927411601325,178.01116333725,50.3631191928175,43.3233770840754,0.114908178752158
2011,4,4,11653750,119.574332296471,178.264399871286,50.316842549817,43.2236242842856,0.127136738575908
2011,4,5,11628125,119.210266057511,178.379306638001,50.3885123174448,43.1927999172305,0.137361858537817
2011,4,6,11596875,119.304015090272,178.572244677984,50.2609949419087,43.0757686975193,0.135038029046693
2011,4,7,11598750,119.398803750404,178.55636383231,50.2583633349563,43.0881349916362,0.132236721819694
2011,4,8,11614375,119.411881827477,178.496798148846,50.3195072983592,43.0948212722376,0.131871343285345
2011,4,9,11643125,119.347146921467,178.341295829084,50.5055243274672,43.1493106722897,0.131334540990683
2011,4,10,11657500,119.469386660948,178.263671456144,50.5642372933827,43.1859966401131,0.127783762973472
2011,4,11,11626875,119.441810460678,178.344299306563,50.5103948951585,43.2556433081945,0.129418267999266
2011,4,12,11598125,119.359810314167,178.449857196745,50.514319003061,43.2639415304178,0.131255034380851
2011,4,13,11598125,119.163550142803,178.491243196637,50.5277598403687,43.1941543428376,0.13704249006379
2011,4,14,11612500,118.843110871905,178.450053821313,50.63561423404,43.171708040472,0.14723285343162
2011,4,15,11603750,118.688839814715,178.498276419261,50.7188322778156,43.1455749275799,0.151971230779232
2011,4,16,11592500,118.377507008842,178.483879663576,50.878885848923,43.1807617493035,0.159988697278376
2011,4,17,11576250,118.180434078393,178.54092430623,50.9324939411207,43.1550802111184,0.165959246178307
2011,4,18,11590000,118.114808024159,178.453893442623,50.8727447777575,43.2158640161027,0.167740769199973
2011,4,19,11571250,118.329048287782,178.555039429621,50.7153054603991,43.1658876209064,0.161375939829289
2011,4,20,11560000,118.264165224913,178.573799740484,50.6659379357271,43.2066802469029,0.164061840184906
2011,4,21,11555000,118.146257031588,178.604229770662,50.6663529658231,43.2467405527319,0.168324116151585
